grid_x,grid_y,predicted_sinr
15,8,28.4798675104571
16,8,28.49228001272604
17,8,28.75517787761134
18,8,29.006777261893017
19,8,29.032023697032482
20,8,28.787921456103312
21,8,28.320122493239886
22,8,27.703950071775534
23,8,27.101687564815368
24,8,26.736097778885597
25,8,26.714775286596044
26,8,26.933212642011192
27,8,27.19241944618344
28,8,27.368102008412187
29,8,27.4499236473767
30,8,27.47766467083949
31,8,27.484930869207208
32,8,27.486757061799562
33,8,27.487435809998907
34,8,27.487772378780306
35,8,27.48791937558662
36,8,27.487968571398728
37,8,27.487980964717405
38,8,27.487983322491225
39,8,27.48798366284564
0,9,27.48807666134424
1,9,27.488827125181825
2,9,27.493895927730765
3,9,27.51995960079725
4,9,27.62126359187111
5,9,27.915748788541066
6,9,28.544853882100373
7,9,29.500291242385156
8,9,30.45467317765484
9,9,30.92189270741662
10,9,30.718758227447353
11,9,30.133458057248916
12,9,29.533812353262032
13,9,29.013158294879446
14,9,28.543348101731965
15,9,28.239061073049722
16,9,28.26593444705914
17,9,28.592854640235945
18,9,28.98905037510929
19,9,29.215197285350754
20,9,29.096287602635833
21,9,28.485725328685835
22,9,27.392840944503522
23,9,26.187392200624892
24,9,25.452488457099363
25,9,25.492107540766796
26,9,26.078419435925596
27,9,26.74018628713893
28,9,27.182066154718555
29,9,27.3857031741688
30,9,27.454303473062243
31,9,27.473408540250702
32,9,27.480205015022115
33,9,27.484160463474456
34,9,27.48647509834248
35,9,27.487522145158362
36,9,27.487874998828875
37,9,27.487964021741128
38,9,27.48798096451928
39,9,27.487983410603427
0,10,27.488057721263875
1,10,27.48866314375582
2,10,27.492777354278502
3,10,27.51394567163649
4,10,27.595774543723422
5,10,27.830573618164642
6,10,28.320358422457364
7,10,29.033029987203626
8,10,29.68420630104566
9,10,29.90777725206075
10,10,29.635387818020725
11,10,29.16251864953911
12,10,28.76091594056065
13,10,28.422248880169057
14,10,28.074397008437195
15,10,27.83330349050754
16,10,27.890551969941217
17,10,28.270697115352544
18,10,28.807396616726745
19,10,29.245844654316535
20,10,29.236047139403606
21,10,28.37608651126055
22,10,26.596993602422977
23,10,24.5626690725549
24,10,23.358641551471333
25,10,23.557743779734402
26,10,24.740540635822374
27,10,26.028472284919218
28,10,26.873639774530005
29,10,27.25445731620043
30,10,27.38054213491595
31,10,27.42192106656672
32,10,27.447106164992707
33,10,27.46711064333664
34,10,27.479674990404806
35,10,27.485436200217247
36,10,27.487383344475177
